BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
26	2145	2145.0	1.0	Otu852.0	2145	1.0	1.0	1.0	3520782	5920.0	0.0006092396518727942	0.00016891891891891893	NA	CONCOCT_GTDB	sample_8
27	152647	1496.5392156862745	102.0	Otu453	126330	98.0	0.8275956946418862	0.9607843137254902	2042993	4533.0	0.061835747846419445	0.021619236708581513	NA	CONCOCT_GTDB	sample_8
28	130394	2287.6140350877195	57.0	RNODE_428_length_4686_cov_43.92415	46195	10.0	0.3542724358482752	0.17543859649122806	46195	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
29	1215	1215.0	1.0	Otu491.0	1215	1.0	1.0	1.0	2470730	6324.0	0.000491757496772209	0.00015812776723592663	NA	CONCOCT_GTDB	sample_8
3	60969	2102.3793103448274	29.0	Otu157.0	9236	2.0	0.151486821171415	0.06896551724137931	3403312	1861.0	0.002713827001462105	0.0010746910263299302	NA	CONCOCT_GTDB	sample_8
30	72986	2085.3142857142857	35.0	RNODE_336_length_3563_cov_7.20249	34964	10.0	0.47905077686131586	0.2857142857142857	34964	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
31	2938261	2246.3769113149847	1308.0	Otu283.0	2890836	1281.0	0.9838595005685336	0.9793577981651376	3942245	2976.0	0.7332968904773802	0.43044354838709675	NA	CONCOCT_GTDB	sample_8
32	10532242	78598.82089552238	134.0	Otu20	5251030	4.0	0.49856716167364934	0.029850746268656716	5251030	4.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
33	500712	1390.8666666666666	360.0	Otu470	455714	322.0	0.9101319720717698	0.8944444444444445	1280740	2189.0	0.3558208535690304	0.14709913202375513	NA	CONCOCT_GTDB	sample_8
34	3732148	2455.3605263157897	1520.0	Otu24.0	3722901	1513.0	0.9975223383424238	0.9953947368421052	4589410	2965.0	0.8111938135838812	0.5102866779089376	NA	CONCOCT_GTDB	sample_8
35	1747626	1768.8522267206479	988.0	Otu256	1713784	963.0	0.9806354448835163	0.9746963562753036	2972188	3153.0	0.5766068633612679	0.3054234062797336	NA	CONCOCT_GTDB	sample_8
36	137695	2598.0188679245284	53.0	Otu110.0	33955	3.0	0.246595736954864	0.05660377358490566	2849692	635.0	0.011915322778742405	0.004724409448818898	NA	CONCOCT_GTDB	sample_8
37	5017428	86507.37931034483	58.0	Otu13.0	2584133	33.0	0.5150314065294012	0.5689655172413793	2654572	35.0	0.9734650256237164	0.9428571428571428	NA	CONCOCT_GTDB	sample_8
38	1874600	1430.9923664122136	1310.0	Otu238.0	884366	588.0	0.4717625093353249	0.4488549618320611	3622992	6027.0	0.24409824807783181	0.0975609756097561	NA	CONCOCT_GTDB	sample_8
39	11686	3895.3333333333335	3.0	Otu69.0	7944	1.0	0.6797877802498716	0.3333333333333333	4696897	506.0	0.0016913294032208925	0.001976284584980237	NA	CONCOCT_GTDB	sample_8
4	32387	1542.2380952380952	21.0	RNODE_374_length_1862_cov_9.75489	17045	10.0	0.5262914132213542	0.47619047619047616	17553	11.0	0.9710590782202473	0.9090909090909091	NA	CONCOCT_GTDB	sample_8
40	19039535	5098.964916979111	3734.0	Otu185.0	4901296	446.0	0.2574272953619928	0.1194429566148902	5344121	598.0	0.9171379166003165	0.745819397993311	NA	CONCOCT_GTDB	sample_8
41	2479129	2461.895729890765	1007.0	Otu292.0	2371328	955.0	0.9565165830418667	0.9483614697120158	4068946	3080.0	0.5827867954010695	0.31006493506493504	NA	CONCOCT_GTDB	sample_8
42	16819	1868.7777777777778	9.0	Otu1200.0	4736	3.0	0.2815863012069683	0.3333333333333333	4854793	3165.0	0.0009755307795821572	0.0009478672985781991	NA	CONCOCT_GTDB	sample_8
43	1172	1172.0	1.0	Otu189	1172	1.0	1.0	1.0	4768034	3167.0	0.0002458036163332728	0.00031575623618566466	NA	CONCOCT_GTDB	sample_8
44	1190	1190.0	1.0	Otu203	1190	1.0	1.0	1.0	2659951	6802.0	0.0004473766622016721	0.00014701558365186709	NA	CONCOCT_GTDB	sample_8
45	3590394	28723.152	125.0	Otu150.0	3233716	78.0	0.900657699405692	0.624	3304858	106.0	0.9784735077876265	0.7358490566037735	NA	CONCOCT_GTDB	sample_8
46	1046	1046.0	1.0	Otu961	1046	1.0	1.0	1.0	3857084	11193.0	0.00027118932333337827	8.93415527561869e-05	NA	CONCOCT_GTDB	sample_8
47	260847	1310.788944723618	199.0	Otu499	247876	191.0	0.9502735319938508	0.9597989949748744	1524928	3410.0	0.1625493138036681	0.056011730205278595	NA	CONCOCT_GTDB	sample_8
48	2562235	2562235.0	1.0	Otu9	2562235	1.0	1.0	1.0	2562235	1.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
49	3641225	101145.13888888889	36.0	Otu12.0	3632372	35.0	0.9975686753771053	0.9722222222222222	3658754	39.0	0.9927893485049828	0.8974358974358975	NA	CONCOCT_GTDB	sample_8
5	2949821	3628.3161131611314	813.0	Otu106	1805987	273.0	0.612236132294129	0.33579335793357934	1861141	341.0	0.9703654908467441	0.8005865102639296	NA	CONCOCT_GTDB	sample_8
50	10601794	4299.186536901865	2466.0	Otu298	5412567	1338.0	0.5105331229789977	0.5425790754257908	7920070	3703.0	0.6833988841007719	0.36132865244396434	NA	CONCOCT_GTDB	sample_8
51	102515	2929.0	35.0	RNODE_360_length_7414_cov_9.06737	73259	10.0	0.714617373067356	0.2857142857142857	73259	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
52	65494	5954.0	11.0	RNODE_10_length_6468_cov_8.06035	63863	10.0	0.9750969554463004	0.9090909090909091	63863	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
53	2746494	2897.1455696202534	948.0	Otu157.0	2640205	917.0	0.9613001157111576	0.9672995780590717	3403312	1861.0	0.7757751860540556	0.49274583557227297	NA	CONCOCT_GTDB	sample_8
54	948059	1286.3758480325644	737.0	Otu1358	931710	723.0	0.9827552926558368	0.9810040705563093	6187995	13798.0	0.15056734855150983	0.05239889839107117	NA	CONCOCT_GTDB	sample_8
55	3305063	5912.456171735242	559.0	Otu72.0	3136637	517.0	0.9490400031708927	0.924865831842576	3608779	839.0	0.8691684916144768	0.6162097735399285	NA	CONCOCT_GTDB	sample_8
56	1072	1072.0	1.0	Otu1200.0	1072	1.0	1.0	1.0	4854793	3165.0	0.00022081271024325857	0.000315955766192733	NA	CONCOCT_GTDB	sample_8
57	17480	1344.6153846153845	13.0	Otu152	7662	6.0	0.4383295194508009	0.46153846153846156	4839912	9317.0	0.0015830866346330263	0.0006439841150584952	NA	CONCOCT_GTDB	sample_8
58	891400	1344.4947209653092	663.0	Otu214.0	798748	590.0	0.8960601301323761	0.889894419306184	3839293	7432.0	0.20804559589486918	0.0793864370290635	NA	CONCOCT_GTDB	sample_8
59	102079	1343.1447368421052	76.0	Otu1204	99642	74.0	0.9761263335259945	0.9736842105263158	771603	1741.0	0.12913635639052726	0.04250430786904078	NA	CONCOCT_GTDB	sample_8
6	3681819	306818.25	12.0	Otu4.0	1926628	1.0	0.523281562727554	0.08333333333333333	1926628	1.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
60	3078088	1682.015300546448	1830.0	Otu298	1666929	986.0	0.5415468953454222	0.5387978142076503	7920070	3703.0	0.21046897312776275	0.26627059141236836	NA	CONCOCT_GTDB	sample_8
61	3060	1020.0	3.0	Otu1930	2058	2.0	0.6725490196078432	0.6666666666666666	837756	2455.0	0.0024565625313337056	0.000814663951120163	NA	CONCOCT_GTDB	sample_8
62	1110574	1449.8355091383812	766.0	Otu852.0	1105270	761.0	0.9952240913257469	0.9934725848563969	3520782	5920.0	0.3139274172612789	0.1285472972972973	NA	CONCOCT_GTDB	sample_8
63	918490	1464.896331738437	627.0	Otu626.0	862611	599.0	0.9391621030169082	0.9553429027113237	3070054	5116.0	0.2809758395129206	0.11708365910867866	NA	CONCOCT_GTDB	sample_8
64	1450	1450.0	1.0	Otu1468.0	1450	1.0	1.0	1.0	1571279	5227.0	0.0009228151079470928	0.0001913143294432753	NA	CONCOCT_GTDB	sample_8
65	5455111	4646.602214650767	1174.0	Otu249.0	3855726	707.0	0.7068098156022856	0.6022146507666098	4450902	1231.0	0.866279688925975	0.5743298131600325	NA	CONCOCT_GTDB	sample_8
66	39026	1561.04	25.0	Otu211	14758	9.0	0.37815815097627226	0.36	2313951	1490.0	0.006377836004306055	0.006040268456375839	NA	CONCOCT_GTDB	sample_8
67	5604384	59621.10638297872	94.0	Otu10	5589748	92.0	0.9973884730239755	0.9787234042553191	5710548	118.0	0.9788461632753984	0.7796610169491526	NA	CONCOCT_GTDB	sample_8
68	71711	2390.366666666667	30.0	RNODE_294_length_6942_cov_7.24595	58047	20.0	0.8094574054189734	0.6666666666666666	66743	34.0	0.8697091829854816	0.5882352941176471	NA	CONCOCT_GTDB	sample_8
69	3705989	1838.2881944444443	2016.0	Otu365.0	3567766	1921.0	0.962702803489163	0.9528769841269841	6501625	6904.0	0.5487498894507142	0.27824449594438005	NA	CONCOCT_GTDB	sample_8
7	3968	1322.6666666666667	3.0	Otu180	1557	1.0	0.3923891129032258	0.3333333333333333	2011704	2108.0	0.0007739707233270899	0.0004743833017077799	NA	CONCOCT_GTDB	sample_8
70	422295	2639.34375	160.0	Otu239.0	38282	5.0	0.09065226914834416	0.03125	3896363	479.0	0.009825059934097517	0.010438413361169102	NA	CONCOCT_GTDB	sample_8
71	4982	1245.5	4.0	RNODE_318_length_3470_cov_3.16589	4982	4.0	1.0	1.0	29905	37.0	0.16659421501421168	0.10810810810810811	NA	CONCOCT_GTDB	sample_8
72	2796163	1551.6997780244174	1802.0	Otu73	219337	138.0	0.07844213659933273	0.07658157602663707	5098143	4609.0	0.043022920306472374	0.029941418962898675	NA	CONCOCT_GTDB	sample_8
73	386466	2477.346153846154	156.0	Otu376	386466	156.0	1.0	1.0	468584	286.0	0.8247528724839089	0.5454545454545454	NA	CONCOCT_GTDB	sample_8
74	21724038	13535.226168224299	1605.0	Otu186.0	4927880	2.0	0.22683996409875548	0.0012461059190031153	4927880	2.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
75	65591	1561.6904761904761	42.0	RNODE_134_length_2327_cov_32.11800	22562	10.0	0.343980119223674	0.23809523809523808	22562	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
76	2037	1018.5	2.0	Otu722	1024	1.0	0.5027000490918017	0.5	2877798	7359.0	0.0003558276154198453	0.00013588802826470988	NA	CONCOCT_GTDB	sample_8
77	1797830	1766.041257367387	1018.0	Otu851.0	1501844	794.0	0.8353648565214731	0.7799607072691552	3012252	3192.0	0.498578472186258	0.2487468671679198	NA	CONCOCT_GTDB	sample_8
78	1271867	1840.617945007236	691.0	Otu116.0	564125	311.0	0.44354087337748366	0.45007235890014474	5536157	1635.0	0.10189830237834657	0.19021406727828746	NA	CONCOCT_GTDB	sample_8
79	4633270	1868.2540322580646	2480.0	Otu241.0	2947017	1460.0	0.6360555288165809	0.5887096774193549	4496166	4060.0	0.6554511110132499	0.35960591133004927	NA	CONCOCT_GTDB	sample_8
8	82755	1970.357142857143	42.0	RNODE_343_length_2376_cov_8.77188	23513	10.0	0.2841278472599843	0.23809523809523808	23513	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
80	207841	7422.892857142857	28.0	RNODE_534_length_10183_cov_8.47628	101015	10.0	0.48602056379636355	0.35714285714285715	101015	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
81	94895	1860.686274509804	51.0	RNODE_372_length_2448_cov_3.45466	24099	10.0	0.25395437062015913	0.19607843137254902	24099	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_8
82	1305	1305.0	1.0	Otu870	1305	1.0	1.0	1.0	2306320	3325.0	0.0005658364840958757	0.0003007518796992481	NA	CONCOCT_GTDB	sample_8
83	2439048	55432.90909090909	44.0	Otu6	2437589	43.0	0.9994018157904232	0.9772727272727273	2464968	47.0	0.9888927564171218	0.9148936170212766	NA	CONCOCT_GTDB	sample_8
84	1037	1037.0	1.0	Otu179	1037	1.0	1.0	1.0	4423423	6363.0	0.00023443383099468442	0.00015715857300015716	NA	CONCOCT_GTDB	sample_8
85	191752	2130.5777777777776	90.0	RNODE_320_length_4859_cov_4.38495	44836	16.0	0.2338228545204222	0.17777777777777778	46523	20.0	0.9637383659695204	0.8	NA	CONCOCT_GTDB	sample_8
86	1865126	1463.9921507064364	1274.0	Otu234.0	1481925	1013.0	0.7945441755677632	0.7951334379905809	4281732	7120.0	0.34610409992965463	0.1422752808988764	NA	CONCOCT_GTDB	sample_8
87	1883	1883.0	1.0	Otu64.0	1883	1.0	1.0	1.0	5313117	4082.0	0.00035440589770562177	0.0002449779519843214	NA	CONCOCT_GTDB	sample_8
88	3625065	2423.1717914438505	1496.0	Otu189	3368806	1364.0	0.9293091296293997	0.9117647058823529	4768034	3167.0	0.7065398443048015	0.4306915061572466	NA	CONCOCT_GTDB	sample_8
89	384435	1339.4947735191638	287.0	Otu388	288425	211.0	0.7502568704722515	0.735191637630662	1319986	2566.0	0.2185061053677842	0.08222915042868277	NA	CONCOCT_GTDB	sample_8
9	467592	1359.2790697674418	344.0	Otu829.0	457820	336.0	0.9791014388612295	0.9767441860465116	2580446	5031.0	0.17741894230687252	0.06678592725104353	NA	CONCOCT_GTDB	sample_8
90	2521479	2321.803867403315	1086.0	Otu199.0	2400448	1025.0	0.9519999968272589	0.9438305709023941	3741205	2865.0	0.641624289500308	0.35776614310645727	NA	CONCOCT_GTDB	sample_8
91	4315465	12767.647928994083	338.0	Otu382.0	4300547	335.0	0.9965431303463242	0.9911242603550295	4437456	396.0	0.9691469616825497	0.8459595959595959	NA	CONCOCT_GTDB	sample_8
92	1721898	1490.8207792207793	1155.0	Otu506.0	1072884	679.0	0.6230822034754672	0.5878787878787879	2529912	3555.0	0.4240795727282214	0.1909985935302391	NA	CONCOCT_GTDB	sample_8
93	3435709	1482.1867989646246	2318.0	Otu82	1775437	1075.0	0.5167600049946023	0.4637618636755824	3565258	4436.0	0.49798275468423325	0.24233543733092877	NA	CONCOCT_GTDB	sample_8
94	11919535	1377.821639116865	8651.0	Otu1676.0	943416	605.0	0.07914872518097392	0.06993411166339152	2137687	3118.0	0.441325600988358	0.19403463758819756	NA	CONCOCT_GTDB	sample_8
95	9045	1507.5	6.0	Otu256	7928	5.0	0.876506357103372	0.8333333333333334	2972188	3153.0	0.002667395198419481	0.001585791309863622	NA	CONCOCT_GTDB	sample_8
96	39952	1288.774193548387	31.0	Otu383	3336	3.0	0.08350020024028834	0.0967741935483871	2935689	3122.0	0.0011363601525910952	0.0009609224855861628	NA	CONCOCT_GTDB	sample_8
97	1194	1194.0	1.0	Otu123.0	1194	1.0	1.0	1.0	2536133	4278.0	0.0004707954985010644	0.0002337540906965872	NA	CONCOCT_GTDB	sample_8
98	8350132	1615.425033855678	5169.0	Otu1136.0	1764035	1056.0	0.2112583369939541	0.20429483459082995	3338454	4135.0	0.5283987738036828	0.25538089480048365	NA	CONCOCT_GTDB	sample_8
99	101328	1220.8192771084337	83.0	Otu2438	93885	76.0	0.9265454760776883	0.9156626506024096	1232833	3172.0	0.07615386674431979	0.02395964691046658	NA	CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_8
